               AR1sum    AR2sum    AR1max    AR2max    AR1xCe    AR2xCe    AR1yCe    AR2yCe
Sample_569   0.532713  0.399560 -0.094489  0.120054 -0.032651 -0.009006  0.015473 -0.017396
Sample_570   0.862571  0.044519  0.529832  0.112107 -0.010034 -0.019611 -0.017551 -0.025562
Sample_571   0.707080  0.188713  0.233328  0.476694 -0.008519 -0.022528  0.021564 -0.000035
Sample_572   0.956186 -0.098747  0.306242  0.018247  0.031938 -0.014276  0.001485 -0.023933
Sample_573   0.241279  0.710317  0.327045  0.328849  0.028495 -0.011361 -0.004118 -0.011532
Sample_574   0.488763  0.286973 -0.381860 -0.282481 -0.025557 -0.017444  0.031899  0.003712
Sample_575   0.766091  0.158604  0.526943  0.194502  0.032926 -0.030822  0.008732 -0.014392
Sample_576   0.701892  0.220835  0.244362  0.326985 -0.012136 -0.005802 -0.009361 -0.008724
Sample_577   0.698488  0.107582  0.689724 -0.047599 -0.024639 -0.016915 -0.021822 -0.037522
Sample_578   0.715677  0.218186 -0.122560  0.274723 -0.050009 -0.020089  0.109037 -0.002170
Sample_579   0.243801  0.650949  0.263383  0.287203 -0.011369 -0.040509  0.055539  0.121411
Sample_580   1.214784 -0.279397  0.684567 -0.083822 -0.008151 -0.044140  0.244548  0.096188
Sample_581   0.689829  0.240563  0.476358  0.113121 -0.039175 -0.022362  0.055601 -0.019657
Sample_582   0.379071  0.399285  0.362362  0.232249 -0.018842 -0.036315  0.037163  0.056641
Sample_583   0.686688  0.065920  0.146839  0.292495 -0.014237 -0.001940  0.032971  0.041141
Sample_584   0.523181  0.252435  0.096162  0.018771  0.004828  0.000379  0.055410  0.023157
Sample_585   0.382832  0.460390 -0.059625  0.032152  0.035877 -0.007072  0.000721 -0.008849
Sample_586   0.727160 -0.000456  0.501744  0.266067 -0.052645 -0.021360  0.100521  0.022102
Sample_587   0.663850  0.171171  0.602140  0.040961  0.016113 -0.043646  0.079453  0.036391
Sample_588   0.611147  0.111126  0.631059 -0.053226 -0.028380 -0.004848  0.061540  0.022925
Sample_589   0.569319  0.345297  0.138009  0.067960 -0.009976 -0.064027  0.040762  0.062727
Sample_590   0.605356  0.306885  0.686146  0.069386 -0.016415 -0.015565  0.024459  0.061912
Sample_591   0.548656  0.390917  0.065315  0.392715  0.008335 -0.027886  0.048786  0.050048
Sample_592   0.491199  0.264618  0.101709 -0.206790  0.012747 -0.034715 -0.009042  0.117978
Sample_593   0.674536  0.071507  0.312013  0.046835 -0.001398 -0.039417  0.086747  0.048041
Sample_594   0.303482  0.558970 -0.271017 -0.058370 -0.022995 -0.003446  0.044528  0.005790
Sample_595   0.235766  0.460576 -0.250226  0.063984 -0.043370 -0.059601  0.060228  0.032045
Sample_596   0.516022  0.310559 -0.054559  0.195155  0.017887 -0.022518  0.046678 -0.024387
Sample_597   0.758964  0.101040  0.095842 -0.042958 -0.001290 -0.038339  0.046578 -0.002645
Sample_598   0.344037  0.422235 -0.169662  0.139623 -0.024470 -0.059402  0.044062  0.018210
Sample_599   0.700695  0.147166  0.177338  0.207938 -0.038804 -0.027954  0.114183  0.103299
Sample_600   0.272069  0.496565  0.438393  0.260873 -0.011822 -0.006890  0.039647  0.022079
Sample_601   0.377036  0.377294  0.108266  0.465761 -0.006390 -0.044724  0.119547 -0.025336
Sample_602   0.674219  0.176698  0.242198  0.232855 -0.081698 -0.049871  0.098885  0.088897
Sample_603   0.445634  0.383026  0.519476 -0.087273 -0.032299 -0.072547  0.130344  0.058608
Sample_604   0.523321  0.283720  0.128900  0.349004 -0.060501  0.019124 -0.199798 -0.046353
Sample_605   0.435088  0.336136 -0.008212 -0.164785 -0.066841 -0.021146  0.038929  0.026135
Sample_606   0.853960 -0.069685  0.228484  0.193064 -0.017069 -0.035417  0.099896  0.062817
Sample_607   0.759649  0.094708  0.867908 -0.164498 -0.004143 -0.039575  0.152897  0.023894
Sample_608   0.812008  0.008095  0.151042  0.231773 -0.006937 -0.091891  0.048051  0.062910
Sample_609   0.814085  0.027141  0.309216  0.232468 -0.036276 -0.028636  0.126195  0.059184
Sample_610   0.815689 -0.037168 -0.094774 -0.192417  0.040353 -0.039567  0.084871  0.059201
Sample_611   0.920758 -0.031318  0.276599  0.125233 -0.006786 -0.028911  0.044297  0.091733
Sample_612   0.895837 -0.032624  0.447021  0.135174 -0.003456 -0.048715  0.082151  0.047727
Sample_613   0.585078  0.292726  0.187882  0.282752  0.009530 -0.030739  0.102262  0.069966
Sample_614   1.140636 -0.237472  0.288460  0.187092 -0.036554 -0.011936  0.096518  0.068753
Sample_615   0.622511  0.199750  0.273324 -0.010922  0.044947 -0.021072  0.027738  0.024995
Sample_616   0.636688  0.141187  0.027385  0.201860 -0.097943 -0.020402 -0.056869 -0.080570
Sample_617   1.100775 -0.202031  0.382355  0.185451 -0.018359 -0.028403  0.085505  0.050633
Sample_618   0.682085  0.073580  0.422854  0.067793 -0.053462 -0.032262  0.080953  0.022095
Sample_619   0.804456  0.017917  0.157148  0.086931 -0.038208 -0.027831  0.105602  0.038908
Sample_620   0.895086 -0.055480  0.324022  0.183227 -0.075879 -0.015585  0.053193  0.073597
Sample_621   0.910782  0.000232  0.256030  0.259737 -0.032200 -0.036398  0.083338  0.084797
Sample_622   0.455905  0.390310 -0.416905 -0.423889 -0.016259  0.095942  0.201780  0.172523
Sample_623   1.194487 -0.293637  0.506324  0.307727  0.010765 -0.030974  0.116154  0.026811
Sample_624   0.727284  0.062949  0.346087  0.361855 -0.026223 -0.071033  0.072225  0.087143
Sample_625   0.979947 -0.172753  0.343055  0.294294 -0.051082 -0.028498  0.102478  0.009839
Sample_626   0.740841  0.002516  0.360275  0.313776  0.009340 -0.021694  0.085808  0.066794
Sample_627   0.734894  0.111896  0.570550 -0.141114  0.025480 -0.021765  0.072936  0.155431
Sample_628   0.526980  0.154339  0.302111  0.321666  0.004624  0.012895  0.104042  0.107490
Sample_629   0.812180  0.101036  0.471664  0.243546 -0.005721 -0.006479  0.106147  0.203466
Sample_630   0.448662  0.257178  0.182496  0.207543  0.007225 -0.015301  0.009374  0.033832
Sample_631   0.888265 -0.066505  0.450511  0.086388 -0.052732 -0.015749  0.292468 -0.076271
Sample_632   0.758215  0.108319  0.520146 -0.015739 -0.007404 -0.023999  0.061794  0.120728
Sample_633   1.097847 -0.235372  0.154543  0.522451  0.004392 -0.051936  0.081485  0.052803
Sample_634   0.847606 -0.026307  0.569624 -0.013873 -0.048373 -0.024326  0.246725 -0.054713
Sample_635   1.041989 -0.099358  0.347670  0.225421 -0.008872 -0.023959  0.067629  0.068787
Sample_636   0.669710  0.107004  0.193778  0.151074  0.021146 -0.006327  0.094973  0.032598
Sample_637   0.792242  0.057714  0.555628 -0.107937 -0.038978  0.040302  0.155940  0.045639
Sample_638   0.498534  0.307659  0.375574  0.214301  0.009255 -0.025313  0.041768  0.108651
Sample_639   0.636941  0.139915  0.284954  0.130099 -0.020626  0.009709  0.073950  0.016400
Sample_640   0.389083  0.304248  0.291904  0.112342  0.014298 -0.008772  0.075702  0.098001
Sample_641   0.858610 -0.003825  0.455136  0.173092 -0.016979 -0.006206  0.183683  0.103315
Sample_642   0.523798  0.250763  0.314945  0.159204 -0.014523 -0.006683  0.104333  0.057684
Sample_643   0.797208 -0.080482  0.126605  0.060013 -0.011609 -0.011840 -0.003940  0.008047
Sample_644   1.026860 -0.079027  0.364690  0.051640  0.003155  0.000601  0.134752  0.161752
Sample_645   0.874695 -0.060566  0.202506  0.078904 -0.003443 -0.008238  0.066463  0.046819
Sample_646   0.722078  0.040746  0.793366 -0.081935  0.014029 -0.052497  0.144339  0.062170
Sample_647   0.684217  0.131423  0.085845  0.083327 -0.013474 -0.045158  0.104657  0.131771
Sample_648   0.627697  0.095033  0.476887 -0.014932 -0.039911 -0.006995  0.113613  0.010378
Sample_649   0.856519 -0.014586  0.506982  0.170545  0.033302 -0.019014  0.200240  0.084878
Sample_650   0.614005  0.159119 -0.046667 -0.013779  0.051773  0.012312  0.180823  0.075626
Sample_651   0.746737  0.116625  0.093111  0.398400 -0.024932 -0.022279  0.259426  0.068536
Sample_652   0.900939 -0.149039  0.412774  0.236393  0.006130 -0.043158  0.127987  0.119042
Sample_653   0.957690 -0.091744  0.045741  0.092507  0.074629  0.017759  0.097780  0.068187
Sample_654   0.806470 -0.021776  0.409729  0.213630 -0.025241 -0.025030  0.091190  0.058328
Sample_655   0.751235 -0.063481  0.075269  0.190740 -0.009126 -0.011291  0.203544  0.096045
Sample_656   0.608177  0.174151  0.244247  0.220443  0.074448  0.012714  0.086034  0.171635
Sample_657   0.812341 -0.005860  0.985847 -0.303525 -0.019791 -0.049835  0.086643  0.117716
Sample_658   0.747637  0.123756  0.399620  0.223358  0.056909 -0.038817  0.032792  0.187339
Sample_659   0.667564  0.173523  0.493184  0.100460 -0.044269 -0.011316  0.112848  0.082877
Sample_660   1.001818 -0.148857  0.033229  0.411877  0.078430 -0.019067  0.107411  0.240177
Sample_661   1.000643 -0.132172  0.268797  0.343436 -0.038243 -0.040422  0.092433  0.129176
Sample_662   0.358753  0.485928  0.389669  0.214498 -0.074445 -0.031106  0.196530  0.063405
Sample_663   0.686118  0.091377  0.377653 -0.010508 -0.060210 -0.022590  0.215976  0.052033
Sample_664   0.655409  0.085995  0.440806  0.001441 -0.010041 -0.030627  0.058219  0.299335
Sample_665   0.673024  0.105654  0.509241  0.099669 -0.038768 -0.007438  0.314652 -0.043392
Sample_666   0.475409  0.250955  0.154109  0.235618 -0.017320 -0.080940  0.057139  0.254454
Sample_667   0.580290  0.165473  0.329330  0.213197  0.011099 -0.049934  0.165586  0.125493
Sample_668   0.905540 -0.058712  0.310964  0.114276 -0.048379  0.000923  0.039279 -0.025861
Sample_669   1.011330 -0.205714  0.790730 -0.237440 -0.073623 -0.040795  0.109886  0.075337
Sample_670   0.600723  0.120345  0.353202  0.118046 -0.024749 -0.034355  0.060756  0.046494
Sample_671   0.340666  0.337794  0.455424 -0.163380 -0.043666  0.016982  0.094167  0.018155
Sample_672   0.416887  0.436117 -0.150072  0.117944 -0.062892 -0.024639  0.155050  0.044663
Sample_673   0.830084  0.020182  0.258930  0.376535 -0.006287 -0.056350  0.010876  0.091565
Sample_674   0.608147  0.152753  0.332131  0.128410 -0.078725 -0.028916  0.091442  0.123611
Sample_675   0.621624  0.237574  0.455791 -0.040378 -0.001720 -0.004437  0.123135 -0.004441
Sample_676   0.723107  0.037741  0.524590  0.083763 -0.029362 -0.037071  0.061290  0.169947
Sample_677   0.426165  0.441471  0.295413 -0.023179 -0.024985 -0.010357  0.018934 -0.001102
Sample_678   0.695931  0.163225  0.432040  0.207468 -0.015082 -0.006070  0.007432  0.071814
Sample_679   0.808958  0.108873  0.472167  0.211784 -0.026226  0.017976  0.031578  0.001074
Sample_680   0.657432  0.269083  0.386023  0.119097 -0.087446 -0.007283  0.173057  0.095472
Sample_681   0.306378  0.540013 -0.237030 -0.216940 -0.017177 -0.013383  0.036800 -0.022504
Sample_682   0.714504  0.198855  0.292081  0.227603 -0.015180 -0.017356  0.028151 -0.019805
Sample_683   0.539905  0.151096  0.276078  0.165693 -0.010205  0.023666  0.012164 -0.002471
Sample_684   0.482338  0.358666  0.241948  0.266774 -0.000351 -0.007509  0.080491  0.037236
Sample_685   0.427157  0.361249  0.227797  0.277268 -0.007507 -0.011745  0.044542  0.083814
Sample_686   0.763133  0.038807  0.246263  0.358579 -0.015712 -0.004974  0.127047  0.059135
Sample_687   0.772534  0.001820  0.392717  0.177416 -0.017862  0.002998  0.088570  0.048861
Sample_688   0.488866  0.451984  0.270061  0.135291  0.018592 -0.050138  0.111089 -0.007986
Sample_689   0.391960  0.375486  0.345570  0.242245 -0.046033 -0.044994  0.088383  0.093607
Sample_690   0.316868  0.452261  0.226235  0.215076 -0.022633 -0.008392  0.005730  0.006894
Sample_691   0.417575  0.460216  0.355984  0.199341 -0.000907 -0.047458  0.180653  0.157248
Sample_692   0.558860  0.283911  0.105256  0.153210 -0.030691 -0.088158  0.088319  0.239121
Sample_693   0.398099  0.321993  0.043601  0.333332 -0.071526 -0.027020  0.358298 -0.129126
Sample_694   0.263772  0.685369 -0.190238 -0.177915 -0.056653  0.007361  0.058980  0.079524
Sample_695   0.540292  0.435830 -0.008614  0.167619 -0.003220 -0.027464 -0.077876  0.066644
Sample_696   0.658225  0.028654 -0.083997  0.055169  0.023584 -0.018264  0.082433  0.048458
Sample_697   0.440801  0.419840  0.380817  0.003278 -0.014585 -0.050303  0.017722  0.155374
Sample_698   0.471801  0.351564  0.156781 -0.050938  0.010459 -0.014670  0.048678 -0.005592
Sample_699   0.696836  0.147771  0.294322  0.284457 -0.037243 -0.007709  0.113411 -0.032615
Sample_700   0.617707  0.223059  0.307697  0.302976 -0.008880 -0.017744  0.023768  0.065869
Sample_701   0.596095  0.197797  0.047807  0.342904 -0.030273 -0.031672  0.144486  0.075660
Sample_702   0.648698  0.133475 -0.127218  0.135252  0.008460  0.006261  0.058673  0.110733
Sample_703   0.551382  0.301303  0.272135  0.035588 -0.045134 -0.024750  0.041347 -0.009045
Sample_704   0.369429  0.381668  0.169156  0.265325 -0.022877 -0.010153  0.076099  0.090017
Sample_705   0.824978  0.080496 -0.120169  0.080761 -0.024076 -0.023034  0.162649  0.081156
Sample_706   0.659185  0.294971  0.050710  0.260980 -0.002652 -0.015318  0.037023  0.002445
Sample_707   0.831692  0.057010  0.373052  0.244619 -0.048744 -0.012378  0.095870  0.000463
Sample_708   0.859597  0.023454  0.260657  0.234717 -0.088213 -0.037081  0.210439  0.022065
Sample_709   0.510757  0.238318  0.383352  0.121781 -0.022857 -0.061558  0.074454  0.229426
Sample_710   0.917468 -0.095203  0.371592  0.090336 -0.009700 -0.022623  0.097245  0.127075
Sample_711   0.735947 -0.004863  0.336937  0.374832  0.002926 -0.015622  0.068440  0.034260
Sample_712   0.865089 -0.018328  0.437445  0.019486 -0.008625 -0.064582  0.060322  0.210683
Sample_713   0.443493  0.300790  0.193858  0.471373 -0.020510  0.008487  0.152922  0.077389
Sample_714   0.917306 -0.093924  0.167499  0.087029  0.014470 -0.013622  0.110223  0.100629
Sample_715   0.710540  0.156585  0.423914  0.076151  0.007426 -0.053068  0.117841  0.094236
Sample_716   0.561953  0.266091  0.132742  0.048448 -0.051813 -0.045718  0.138759  0.142383
Sample_717   0.331022  0.362480  0.222795  0.372646 -0.026594 -0.024405  0.034239  0.087973
Sample_718   0.670457  0.261623  0.600045  0.009579 -0.002929  0.003754  0.058946  0.065159
Sample_719   0.499184  0.091496 -0.212056  0.022247 -0.001884 -0.017380  0.091456 -0.024038
Sample_720   0.919079 -0.058734  0.344784  0.220313 -0.021187 -0.040565  0.106996  0.072425
Sample_721   0.677995  0.082151  0.503195 -0.018672 -0.001591 -0.068289  0.077997  0.098117
Sample_722   0.422562  0.438319  0.203066  0.302961 -0.024421 -0.017944  0.065481  0.099995
Sample_723   0.697715  0.182726  0.314728  0.034143 -0.014049 -0.057989  0.066472  0.139024
Sample_724   0.813216  0.050335  0.166271  0.343073 -0.028758 -0.015494  0.160927  0.064562
Sample_725   1.191826 -0.266075  0.197504  0.325195 -0.105412 -0.048870  0.276306 -0.035029
Sample_726   0.704121  0.146661 -0.000095  0.071596  0.031115 -0.019422  0.084325  0.007978
Sample_727   0.555118  0.216559  0.463912 -0.036830 -0.002228 -0.030641  0.082086  0.096944
Sample_728   0.569845  0.299486  0.402991 -0.062873 -0.028334 -0.004452  0.044015  0.023715
Sample_729   0.692716  0.052647  0.282492 -0.060065 -0.013233 -0.035925  0.007007  0.011730
Sample_730   0.714784  0.063917 -0.218920  0.199024 -0.016459 -0.029826 -0.004873  0.026247
Sample_731   0.595318  0.323016  0.154209 -0.015936 -0.079210  0.014725  0.077083 -0.006915
Sample_732   0.879565 -0.025681  0.436003 -0.067792  0.017428 -0.063286  0.000109  0.049625
Sample_733   0.360071  0.530334  0.150437  0.467890 -0.012275 -0.058944  0.024683  0.134477
Sample_734   1.155722 -0.231808  0.054512  0.361071 -0.036164 -0.023269  0.066277  0.053090
Sample_735   0.630839  0.216594  0.652088 -0.170856 -0.020302 -0.020318  0.031396  0.038178
Sample_736   0.688947  0.229015  0.337697 -0.051815 -0.003499 -0.067657  0.130692  0.038370
Sample_737   0.780304 -0.033762  0.308071 -0.126027  0.007060  0.008395  0.030557  0.053655
Sample_738   0.898290 -0.183523  0.149037  0.012660 -0.008029 -0.013263  0.024053 -0.004016
Sample_739   0.652280  0.068063  0.379452  0.070898 -0.057297 -0.014451  0.057162  0.046881
Sample_740   0.476733  0.321348 -0.406882 -0.154797  0.007073 -0.028060 -0.006948  0.014446
Sample_741   0.703414  0.240631  0.218340  0.046649 -0.013134 -0.000485  0.001406  0.103546
Sample_742   0.619121  0.262116 -0.347872 -0.066423  0.033490 -0.063358  0.078630  0.193492
Sample_743   0.825518  0.118423  0.505453 -0.054350 -0.026889 -0.025902  0.044868  0.018950
Sample_744   0.479439  0.332357  0.250251  0.126986 -0.007275  0.003726  0.025012  0.025453
Sample_745   0.935962 -0.027571  0.587308  0.018613  0.000613 -0.016475  0.010658  0.044546
Sample_746   0.764677  0.139470  0.324164  0.439467 -0.043473 -0.062026  0.027287  0.024942
Sample_747   0.458044  0.506009 -0.440134 -0.127796 -0.011874  0.022747  0.031910 -0.004267
Sample_748   0.778683 -0.077800  0.430852  0.198984 -0.044866  0.000198  0.030733  0.044228
Sample_749   0.605536  0.140746  0.489298 -0.097725  0.018542 -0.003440  0.036363 -0.028960
Sample_750   0.777108  0.145937  0.411010 -0.030795 -0.007628 -0.008292  0.050242  0.013288
Sample_751   0.555801  0.186923  0.481506  0.126278  0.004338 -0.015798  0.089878  0.046063
Sample_752   0.476309  0.336985  0.094466  0.082987  0.021488  0.007223  0.040585  0.076827
Sample_753   0.436951  0.306090  0.272283  0.212997 -0.003748 -0.009965  0.053742  0.069454
Sample_754   0.706330  0.075335  0.375842  0.034080 -0.003771 -0.011816  0.113161  0.065736
Sample_755   0.258247  0.580158  0.309134  0.121189 -0.003342 -0.010680  0.091124  0.059168
Sample_756   0.790085 -0.024613  0.606750  0.108317  0.446439  0.313533  0.411785 -0.106228
Sample_757   0.699105  0.148237  0.430187  0.111284 -0.121138 -0.050713  0.315142 -0.034794
Sample_758   0.441318  0.377092  0.349613  0.284169 -0.024371 -0.010392  0.003486  0.004126
Sample_759   0.509310  0.385784  0.074145  0.040354 -0.014683 -0.013875  0.255520 -0.035071
Sample_760   0.671926  0.160378  0.287144  0.124784 -0.029662 -0.008520  0.108476  0.004567
Sample_761   0.612176  0.239031  0.413217  0.283789  0.035279  0.010342  0.138619  0.099335
Sample_762   0.632053  0.275387  0.413162  0.139859 -0.006971 -0.024563  0.037595  0.037489
Sample_763   0.635001  0.258266  0.182206  0.342724  0.027707 -0.058368  0.081744  0.234749
Sample_764   0.524887  0.346542 -0.482369 -0.157715 -0.012319 -0.006872  0.019964  0.038196
Sample_765   0.616887  0.151365  0.559055 -0.004932 -0.027393 -0.007299  0.061139  0.075721
Sample_766   0.578759  0.188543  0.109677  0.244564 -0.003583 -0.019822  0.077970  0.087075
Sample_767   0.444481  0.455482  0.194097  0.365335  0.109587  0.618258  0.507685  0.179753
Sample_768   0.656774  0.145415 -0.059249  0.086913 -0.011195  0.005308  0.051902  0.071566
Sample_769   0.486852  0.310262  0.422166  0.100891  0.010180  0.010573  0.064310  0.030325
Sample_770   0.557511  0.269093  0.218985 -0.110646  0.000139  0.005645  0.048384  0.054361
Sample_771   0.606408  0.232594  0.416668  0.145235 -0.000961 -0.027684  0.034256  0.005251
Sample_772   0.728585  0.151477  0.242210 -0.022552 -0.059780 -0.102277  0.151368  0.254998
Sample_773   0.659234  0.039645  0.492313  0.139571 -0.045381 -0.027626  0.159538  0.064442
Sample_774   0.927875 -0.100889  0.601638  0.015594 -0.030698  0.000504  0.196619  0.033611
Sample_775   0.724633  0.014647  0.486708 -0.001934 -0.020665  0.001071  0.065998  0.096487
Sample_776   0.461696  0.354069  0.203670  0.013459 -0.032725  0.009901  0.099540  0.062853
Sample_777   0.650605  0.249095  0.229673  0.072637 -0.047389 -0.007693  0.119181  0.127502
Sample_778   0.715425  0.108407  0.268619  0.254821 -0.050522  0.017434  0.059917  0.082389
Sample_779   0.898303 -0.022536  0.399538  0.102186  0.040492 -0.010157 -0.028821  0.085009
Sample_780   1.221640 -0.419801  0.335467  0.309902  0.003486 -0.013812  0.069193  0.012229
Sample_781   0.666922 -0.013244  0.510911  0.010294  0.002886 -0.006564  0.096227 -0.006835
Sample_782   0.427537  0.089709 -0.030647  0.058453 -0.558339 -0.322618 -0.763547 -0.644314
Sample_783   0.867574 -0.003734  0.732683 -0.163618 -0.027547 -0.029561  0.115660  0.090426
Sample_784   0.356724  0.144657  0.447465  0.051928 -0.041548  0.006996  0.193616 -0.078728
Sample_785   0.484985  0.278681  0.132373  0.128316 -0.025347  0.102382  0.083171  0.005285
Sample_786   0.428432  0.302370  0.211734  0.444924 -0.050007 -0.009215  0.137873 -0.022739
Sample_787   0.716134  0.075236  0.265435  0.278916 -0.061108 -0.018524  0.110457  0.056047
Sample_788   0.659992 -0.007061  0.287041  0.297426 -0.097934 -0.018682  0.217858 -0.026407
Sample_789   0.798488 -0.047810  0.589632  0.119836 -0.029282 -0.007762  0.109430  0.078982
Sample_790   0.648178  0.230524  0.431442  0.127525 -0.038081  0.029412 -0.091341  0.039136
Sample_791   0.782041 -0.051054  0.097222  0.446940 -0.007861 -0.031599  0.099423  0.011612
Sample_792   0.712851  0.057567  0.453891  0.150014 -0.007263 -0.023870  0.041708  0.008796
Sample_793   0.522450  0.154930  0.294285  0.269848  0.024307  0.012780  0.066048  0.027902
Sample_794   0.600184  0.119801  0.254116  0.012851 -0.011480 -0.015258 -0.119138 -0.030624
Sample_795   1.076277 -0.119555  0.517309  0.075741  0.003811 -0.017289  0.129646  0.089612
Sample_796   0.532559  0.398458  0.235705  0.212914 -0.004546 -0.039621  0.083388  0.057255
Sample_797   0.541532  0.420665 -0.301695 -0.128066  0.056420 -0.326180 -0.022975 -0.324824
Sample_798   0.738523  0.103132  0.196784  0.295246  0.014976 -0.003502  0.151816  0.083504
Sample_799   0.861719  0.033246  0.359297  0.276948 -0.014373 -0.014113  0.030897  0.022751
Sample_800   0.271825  0.616580  0.369740  0.042760 -0.005537 -0.047198  0.070971  0.120276
Sample_801   0.726873  0.160149  0.288660 -0.025301 -0.045398 -0.036664  0.160338  0.089215
Sample_802   0.667618  0.215543  0.437985  0.257800  0.000193 -0.009631  0.068854  0.140063
Sample_803   0.650769  0.214240  0.569227 -0.030943 -0.058204 -0.041985  0.201988  0.066110
Sample_804   0.557917  0.267904  0.468112 -0.106074  0.003413 -0.006341  0.095465  0.033910
Sample_805   0.701724  0.184634  0.110880  0.246888 -0.024580 -0.044022  0.080320  0.076639
Sample_806   0.875887 -0.084782  0.413014  0.167836 -0.035933 -0.038177  0.146315  0.055851
Sample_807   0.439788  0.316023  0.262449  0.105783 -0.017908 -0.039141  0.081461  0.096370
Sample_808   0.500809  0.137390  0.076404 -0.667341 -0.013738 -0.007953 -0.054626 -0.012227
Sample_809   0.744085  0.157728  0.260328 -0.064575  0.000785 -0.050053 -0.044263  0.057359
Sample_810   0.608266  0.318306  0.696014  0.133068 -0.004319 -0.025822  0.043262  0.058701
Sample_811   0.799282  0.083965  0.256189  0.390888 -0.058736 -0.003470  0.169074  0.054650
Sample_812   0.543801  0.401811 -0.198265  0.071975  0.013603 -0.024534  0.083012  0.050693
Sample_813   0.836438  0.016068  0.233284  0.418092 -0.014204 -0.020354  0.095561  0.078470
Sample_814   0.877181 -0.045505  0.567510  0.129254 -0.012880 -0.005677  0.132886  0.070140
Sample_815   0.672940  0.275047  0.625745 -0.066975 -0.044071 -0.035269  0.078621  0.111820
Sample_816   0.836998  0.073993  0.117751  0.386799 -0.036859 -0.038404  0.167884  0.127074
Sample_817   0.674502  0.133616  0.317114 -0.008119  0.007399 -0.013132  0.074073  0.036297
Sample_818   0.519318  0.258403  0.075643  0.200650 -0.018957 -0.017902  0.065864  0.132764
Sample_819   0.818898  0.098967  0.152207  0.324268 -0.004454 -0.085617  0.059657  0.094233
Sample_820   0.663494  0.284194  0.491585  0.029883 -0.005414 -0.030282  0.047647  0.148049
Sample_821   0.585431  0.284711  0.510799  0.208068 -0.000534 -0.020279  0.105882  0.118519
Sample_822   0.789511  0.154536  0.740992 -0.059695 -0.033596 -0.037670  0.037700  0.027516
Sample_823   0.534498  0.381622  0.651954 -0.001657 -0.006682 -0.016646  0.157232  0.125126
Sample_824   0.719310  0.216871  0.511361  0.213483 -0.012818 -0.026546  0.076158  0.075984
Sample_825   0.475269  0.267609  0.299982 -0.119804 -0.013438 -0.024948  0.147953  0.064678
Sample_826   0.676522  0.009976  0.615923 -0.120873  0.036026 -0.076961  0.145157  0.297126
Sample_827   0.667526 -0.010116  0.533952  0.053406 -0.044482 -0.020322  0.179278 -0.062541
Sample_828   0.573777  0.223766  0.541825  0.002271 -0.011123 -0.004546  0.113487  0.019684
Sample_829   0.558504  0.283136  0.395015  0.194753  0.004379 -0.013787  0.144939  0.049722
Sample_830   0.821625 -0.102247  0.032327  0.128901 -0.022882 -0.011970  0.040279  0.034826
Sample_831   0.559442  0.125144  0.293535 -0.053823  0.004185 -0.060918  0.038952  0.182315
Sample_832   0.588221  0.380238  0.253804  0.147671 -0.028256 -0.041891  0.052474  0.112251
Sample_833   0.574116  0.313158  0.100835  0.042954 -0.027543  0.001147  0.084309  0.180739
Sample_834   0.355858  0.527551  0.271887  0.303839 -0.012734 -0.019510  0.186165  0.055666
Sample_835   0.938902 -0.246523  0.275912  0.276243 -0.018809 -0.026928  0.080328 -0.024878
Sample_836   0.503596  0.408299  0.212867  0.156744  0.035842 -0.052921  0.035134  0.045122
Sample_837   1.003587 -0.164968  0.261441  0.029971 -0.007719 -0.032163  0.046322  0.087860
Sample_838   0.521828  0.445002  0.044977 -0.014661 -0.105572 -0.012262  0.111263  0.068173
Sample_839   0.768598  0.187187  0.555486 -0.011223  0.014579 -0.054634  0.100381  0.107698
Sample_840   0.727703  0.064326  0.128984  0.050968  0.051535 -0.016440  0.050361  0.034001
Sample_841   0.528853  0.363360  0.090850  0.187425 -0.116968 -0.004361  0.151711  0.017314
Sample_842   0.879089  0.029530  0.514396 -0.016793 -0.054491 -0.036154  0.205787 -0.074928
Sample_843   0.523138  0.364063  0.128617  0.227772  0.047015  0.016024  0.016573  0.131395
Sample_844   0.724722  0.221739  0.418549 -0.083569 -0.016169 -0.011555  0.121267  0.143516
Sample_845   0.737279  0.079738  0.305309  0.069354 -0.011084 -0.052858  0.026560  0.098008
Sample_846   0.669787  0.224754  0.244521  0.222924 -0.054479 -0.039523  0.154551 -0.018384
Sample_847   0.827074  0.032713  0.428858  0.199934 -0.005697 -0.022541  0.014364 -0.003700
Sample_848   0.527266  0.205797  0.009469  0.108830 -0.047952 -0.014992  0.251169  0.102983
Sample_849   0.953185  0.000034  0.436160 -0.105327 -0.034133 -0.012215  0.148051  0.068597
Sample_850   0.673858  0.174691 -0.074568 -0.030334 -0.126359 -0.021111  0.217319  0.043702
Sample_851   0.886340  0.066287  0.345133  0.117342 -0.031790 -0.047630  0.106223 -0.002957
Sample_852   0.573015  0.294560  0.111109  0.190176  0.015613 -0.020094  0.079928  0.096257
Sample_853   0.346667  0.608106  0.616979  0.004155 -0.107683 -0.026026  0.177587 -0.003892
Sample_854   0.950855 -0.033371  0.653344 -0.000225  0.001196 -0.042434  0.215825  0.050260
Sample_855   0.626615  0.347896 -0.236486  0.180104 -0.084608 -0.012073  0.245895  0.094786
Sample_856   0.490444  0.274652  0.281812  0.113642 -0.004619 -0.037448  0.027242  0.054427
