               AR1sum    AR2sum    AR1max    AR2max    AR1xCe    AR2xCe    AR1yCe    AR2yCe
Sample_1422  0.678609  0.235828  0.226644  0.242971 -0.026178 -0.006429  0.075148  0.018041
Sample_1423  1.159920 -0.281800  0.566948  0.169053 -0.001462 -0.028102  0.007984  0.020453
Sample_1424  0.788536 -0.008728  0.346475  0.322819 -0.026795 -0.064869  0.046009  0.094517
Sample_1425  0.467279  0.231859  0.309389  0.205863 -0.032099 -0.040192  0.061031  0.057471
Sample_1426  0.544654  0.259158  0.310804  0.240558 -0.011270 -0.006054  0.040410  0.032867
Sample_1427  0.516787  0.399459  0.164742  0.420139 -0.015804 -0.007541  0.031051  0.050983
Sample_1428  0.704265  0.220431  0.647106 -0.116407 -0.022380 -0.022884  0.018056  0.072544
Sample_1429  0.255399  0.244689  0.621658 -0.109560 -0.003553 -0.018221  0.026068  0.016721
Sample_1430  0.788039  0.063726  0.177698  0.107224 -0.025610 -0.059706  0.101332  0.142206
Sample_1431  0.536410  0.205064 -0.644649 -0.269153 -0.144848 -0.059614  0.133048  0.040368
Sample_1432  0.997806 -0.086521  0.456413  0.273737  0.008699 -0.007612  0.047193  0.002790
Sample_1433  0.855751 -0.011923  0.834208 -0.030152 -0.086668 -0.014551  0.114342  0.010539
Sample_1434  1.014265 -0.156656  0.719074 -0.046795 -0.041464 -0.004411  0.094204  0.003020
Sample_1435  0.596783  0.230132 -0.555915 -0.123977 -0.069225 -0.000196  0.063162  0.013468
Sample_1436  0.950956 -0.123419  0.262467  0.404104 -0.043865  0.006112  0.089692 -0.022207
Sample_1437  0.481280  0.379558  0.505040 -0.098796 -0.022620  0.005193  0.079663  0.139744
Sample_1438  0.852873  0.044535  0.314060  0.305404  0.012767 -0.032273  0.045336  0.100021
Sample_1439  1.082793 -0.225051  0.854955 -0.149470  0.001050 -0.021146  0.008163  0.024333
Sample_1440  1.116920 -0.270632  0.366913 -0.042469 -0.071778 -0.016358  0.042868  0.020663
Sample_1441  0.737851  0.021962  0.615747 -0.059912 -0.028939 -0.022587  0.057033  0.016696
Sample_1442  0.782965  0.036829  0.281131 -0.071985 -0.036522 -0.050902 -0.209994  0.037613
Sample_1443  0.427306  0.329484  0.188356  0.159619 -0.021424  0.034440  0.027442 -0.044600
Sample_1444  0.570831  0.283868  0.241599  0.163481 -0.050050 -0.013564  0.054986  0.061790
Sample_1445  0.521027  0.345384  0.285140  0.195153 -0.004876 -0.000915  0.040278  0.021079
Sample_1446  0.764819  0.134523  0.237962  0.097558 -0.026610 -0.020115  0.048341  0.003836
Sample_1447  0.437403  0.278250 -0.366286 -0.226452 -0.007883 -0.001890  0.004583 -0.020722
Sample_1448  0.694508  0.170634 -0.238800 -0.057849 -0.045735  0.006835  0.073611  0.057731
Sample_1449  0.964168 -0.002134  0.238155  0.289017  0.019216 -0.021604 -0.015965 -0.024081
Sample_1450  0.840051 -0.016111  0.430545  0.193960 -0.005642 -0.002456  0.046635  0.039303
Sample_1451  0.715927  0.184654  0.361430  0.127111 -0.005534  0.021086  0.057841  0.016276
Sample_1452  0.431678  0.351078  0.051416  0.342852 -0.038058 -0.091220  0.040107  0.100285
Sample_1453  0.852284  0.006367  0.582334 -0.051067 -0.003806 -0.013685 -0.014510 -0.021422
Sample_1454  0.622848  0.153239  0.288591  0.027282  0.039645 -0.018077  0.098996  0.027153
Sample_1455  0.941557 -0.116802  0.096510  0.281948 -0.012761 -0.035624  0.176098 -0.019908
Sample_1456  0.606419  0.188552  0.217429  0.178015  0.023214 -0.036832  0.060382  0.039144
Sample_1457  0.585582  0.255641  0.567984 -0.206287 -0.006670 -0.022909  0.107361  0.067733
Sample_1458  0.530777  0.240614  0.180416 -0.007437 -0.018244 -0.011588  0.069997  0.057812
Sample_1459  0.581163  0.241483 -0.138111  0.227107  0.030272 -0.042708  0.061916  0.088504
Sample_1460  0.595797  0.301290  0.400038  0.179116  0.009333 -0.002347  0.077513  0.036414
Sample_1461  0.835402  0.034958  0.328150  0.241749  0.010766 -0.034638  0.081408  0.214365
Sample_1462  0.527009  0.390648  0.651608  0.293713 -0.011131 -0.040455  0.215885 -0.071127
Sample_1463  0.533782  0.293828  0.628277 -0.121389  0.020422 -0.023541  0.007017  0.094127
Sample_1464  0.747457 -0.046439 -0.371817  0.033772  0.014049 -0.003561  0.126659 -0.005458
Sample_1465  1.014251 -0.057474 -0.063625  0.168427 -0.012525 -0.039969  0.114698  0.080078
Sample_1466  0.772901  0.176370  0.574640  0.149197 -0.008512 -0.002549  0.078925  0.081202
Sample_1467  0.814019  0.055373  0.378658  0.109704 -0.022666 -0.035678  0.146606  0.099426
Sample_1468  0.224038  0.539452  0.087280  0.061021 -0.024329 -0.021411  0.089417  0.008750
Sample_1469  0.445996  0.321043  0.307461  0.084035  0.018922 -0.028097  0.096130  0.100033
Sample_1470  0.708877  0.153975  0.354066  0.081813  0.016398 -0.030609  0.036949  0.088217
Sample_1471  0.778345  0.041272  0.067258 -0.184440 -0.041801  0.027201  0.089478  0.024376
Sample_1472  0.915526 -0.062497  0.228326  0.200866 -0.006843 -0.005056  0.111495  0.132243
Sample_1473  0.850119  0.109990  0.579715  0.035393 -0.003865 -0.036592  0.113996  0.158891
Sample_1474  0.720886  0.153697  0.407512  0.302441 -0.020472  0.007960  0.102223  0.083957
Sample_1475  0.659641  0.256686  0.184913  0.120914 -0.025586 -0.009911  0.069685  0.045166
Sample_1476  0.438021  0.326879  0.354646 -0.069295 -0.000309 -0.000890  0.121700  0.048987
Sample_1477  1.021282 -0.103604  0.642102 -0.116393 -0.079683 -0.031004  0.160061  0.072118
Sample_1478  0.638361  0.243157  0.597400  0.160370 -0.012403 -0.005826  0.093374  0.039391
Sample_1479  0.689013  0.106264  0.210176  0.081431 -0.075530 -0.005393  0.092164  0.063639
Sample_1480  0.826707 -0.012287  0.381440  0.033042 -0.045699 -0.039309  0.140541  0.066397
Sample_1481  0.410974  0.346279  0.559892 -0.095104 -0.020096 -0.027078  0.087743  0.081485
Sample_1482  0.917147  0.041369  0.572039  0.038498 -0.037388 -0.023166  0.190039  0.069648
Sample_1483  1.039881 -0.093044 -0.071460  0.090257 -0.037032 -0.038215  0.224024  0.063162
Sample_1484  0.930559 -0.058624  0.102174  0.257191 -0.039613 -0.039387  0.101116  0.043524
Sample_1485  0.652903  0.161761  0.525177  0.054373 -0.047253 -0.034382  0.163192  0.102397
Sample_1486  0.913718 -0.052314  0.556223  0.071828 -0.032816 -0.026502  0.110751  0.058804
Sample_1487  0.564713  0.367604  0.410346  0.046770  0.026863 -0.038892 -0.078060  0.109147
Sample_1488  0.473427  0.356685 -0.157340  0.142404 -0.013779 -0.030835  0.078730  0.035803
Sample_1489  0.501051  0.308518  0.144765  0.234264 -0.099521 -0.012201  0.103425  0.157525
Sample_1490  0.818906 -0.011500  0.665600  0.042640 -0.032098 -0.017274 -0.007114  0.027004
Sample_1491  0.657914  0.292445  0.254968 -0.119380 -0.009228 -0.005386  0.178344  0.105121
Sample_1492  0.677059  0.268889 -0.320945  0.040550 -0.012547 -0.020613  0.180391  0.062925
Sample_1493  0.902742 -0.019045 -0.044851  0.042893 -0.079646 -0.016511  0.299022 -0.000444
Sample_1494  0.829857 -0.012488  0.533234  0.035359  0.035456 -0.040365  0.115633  0.117463
Sample_1495  0.790442  0.101053  0.633010 -0.204654 -0.068101 -0.030476  0.190184  0.017023
Sample_1496  0.440715  0.238832  0.037977  0.048010 -0.004534  0.038032 -0.008069  0.047669
Sample_1497  0.504321  0.307239  0.018398 -0.092586 -0.021660 -0.012837  0.139509  0.088534
Sample_1498  0.492469  0.383236 -0.003666  0.161091 -0.015513 -0.004268  0.040821  0.203335
Sample_1499  0.500505  0.119568  0.095937 -0.055565 -0.085454 -0.017004  0.002517  0.030166
Sample_1500  0.974056 -0.140811  0.276235  0.196189 -0.003428 -0.047599  0.086836  0.052252
Sample_1501  0.667016  0.316512  0.227334  0.108412 -0.010048 -0.008280  0.138415 -0.031860
Sample_1502  0.455477  0.170465  0.527713  0.071128 -0.006983 -0.047323  0.076172  0.039203
Sample_1503  0.644299  0.115235  0.498762 -0.106990  0.026536 -0.010465 -0.080415 -0.032186
Sample_1504  0.519881  0.333094 -0.177000 -0.021275 -0.022615 -0.042232  0.085648  0.066486
Sample_1505  0.442966  0.300169  0.202832 -0.015623 -0.011718 -0.015908 -0.042996  0.113409
Sample_1506  0.654223  0.238646  0.090966 -0.009184 -0.004355 -0.009058  0.049944  0.014257
Sample_1507  0.738498  0.103616  0.494828  0.016685 -0.032280  0.004376  0.037443  0.107902
Sample_1508  0.661069  0.132793  0.362633  0.096738 -0.013238 -0.022307  0.046326  0.023804
Sample_1509  0.574085  0.248913  0.266092  0.251073 -0.018406 -0.031092  0.046602  0.070277
Sample_1510  0.310951  0.564189  0.138235  0.301684 -0.003395 -0.046594  0.069658  0.098498
Sample_1511  0.752543  0.112780  0.160244  0.047222 -0.043611 -0.001612  0.030592  0.021167
Sample_1512  0.593003  0.107836  0.604470 -0.122423  0.013275 -0.036820  0.015318  0.051532
Sample_1513  0.881848  0.025892  0.517697  0.091103 -0.002178 -0.025838  0.066758  0.023506
Sample_1514  0.473254  0.173135  0.311108  0.328634 -0.002893 -0.012543  0.078876  0.022971
Sample_1515  0.504967  0.314510  0.600497 -0.242489 -0.034683 -0.010666 -0.047684 -0.015074
Sample_1516  0.590538  0.292143 -0.110643  0.226605 -0.027747 -0.023450  0.029208  0.049338
Sample_1517  0.219769  0.573946  0.556215 -0.173523 -0.023652 -0.038279 -0.122808 -0.043944
Sample_1518  0.725947  0.044219  0.102312  0.099398 -0.002797 -0.024675  0.064779  0.026227
Sample_1519  0.530860  0.354832  0.474332  0.077470 -0.060056 -0.016464  0.134789 -0.014261
Sample_1520  0.834023 -0.113658  0.636107 -0.105961  0.058646 -0.037392  0.078152  0.039045
Sample_1521  0.782995 -0.042964  0.184028  0.282602 -0.026676 -0.009772  0.063398  0.020709
Sample_1522  0.862943 -0.040197 -0.006921  0.104700 -0.002492 -0.029175  0.109462  0.047423
Sample_1523  0.892982  0.041353  0.089891  0.028145 -0.017859 -0.016154  0.115762  0.036404
Sample_1524  0.399192  0.388069  0.085280  0.252262 -0.028887 -0.058216  0.018490  0.042927
Sample_1525  0.799176  0.053594  0.408215 -0.115916 -0.019741 -0.007156  0.063831  0.035538
Sample_1526  0.194813  0.687855  0.242750  0.382947 -0.060932 -0.035472  0.075799  0.027827
Sample_1527  0.735815  0.097872  0.770950 -0.207211  0.029239 -0.022247  0.125154  0.082639
Sample_1528  0.552197  0.393456  0.354878  0.282504  0.002075 -0.017145  0.052530 -0.004205
Sample_1529  0.820397  0.002066  0.571470  0.139446 -0.000121 -0.016766  0.046548  0.017978
Sample_1530  0.689389  0.128091  0.534758  0.072483 -0.002571 -0.044093  0.039089  0.039503
Sample_1531  0.725203  0.140992  0.059428  0.236241 -0.006319 -0.033878  0.026892  0.026507
Sample_1532  0.590111  0.184805  0.293876  0.161986 -0.034177 -0.003329  0.049228 -0.034787
Sample_1533  0.754394  0.071428  0.265204  0.324469  0.030155 -0.018766  0.064987  0.019302
Sample_1534  0.625502  0.205497  0.227190  0.082912  0.001783 -0.031999  0.044179  0.085505
Sample_1535  0.577352  0.181474  0.460106  0.017520  0.000224 -0.030977  0.066010  0.078669
Sample_1536  0.509855  0.290663  0.147120  0.134078 -0.075518 -0.035960  0.131656  0.141796
Sample_1537  0.882124 -0.061658  0.452445  0.141967  0.168255  0.005122 -0.222104 -0.006340
Sample_1538  0.526834  0.322562  0.696243  0.063879 -0.006529 -0.018767  0.058981  0.091344
Sample_1539  0.564768  0.115130  0.516845  0.053433 -0.014882 -0.007408  0.128217 -0.035904
Sample_1540  0.895563 -0.110132  0.518566 -0.016177  0.048448  0.001536  0.158832  0.061381
Sample_1541  0.876275  0.003977  0.454392  0.173715 -0.006125 -0.034630  0.176596  0.064789
Sample_1542  0.764116  0.060332 -0.049286  0.127710 -0.005855 -0.008883  0.030208  0.021109
Sample_1543  0.580711  0.279410  0.205256  0.330958 -0.013227 -0.031757  0.127005  0.079677
Sample_1544  0.643045  0.163113  0.356717  0.208607 -0.041683 -0.012437  0.064872  0.054369
Sample_1545  0.700608  0.193966  0.224183  0.324924 -0.038447 -0.005611  0.099283  0.091892
Sample_1546  0.734849  0.229381  0.269217  0.363419 -0.001371 -0.049228  0.134692  0.101110
Sample_1547  0.684726  0.026319  0.453766 -0.059219 -0.027393 -0.006199  0.076023  0.028144
Sample_1548  0.926649 -0.022997  0.446228  0.320683  0.013267 -0.027879  0.131026  0.100676
Sample_1549  0.570508  0.038079  0.406831 -0.009569 -0.013471 -0.011298  0.070231  0.004826
Sample_1550  0.471079  0.165957  0.207093  0.277206 -0.015001 -0.053823  0.118443  0.126755
Sample_1551  0.277932  0.555099  0.327361  0.138572  0.010103 -0.020617  0.210658  0.079502
Sample_1552  0.798765  0.098703  0.347032  0.274293 -0.037551 -0.024093  0.180142  0.104265
Sample_1553  0.548770  0.305320  0.141848  0.410901 -0.036286 -0.008473  0.157155  0.095083
Sample_1554  0.718112  0.138686  0.285564  0.050027 -0.017438 -0.003098  0.117572  0.051391
Sample_1555  0.546969  0.398817  0.383153  0.408538 -0.015741 -0.034411  0.139017  0.095666
Sample_1556  0.613779  0.190177  0.418887  0.311472 -0.008734 -0.019618  0.116241  0.051989
Sample_1557  0.480040  0.201772  0.322157  0.119340 -0.038064 -0.030443  0.183686  0.032060
Sample_1558  0.008831 -0.000206 -0.198309  0.251641 -0.016613 -0.012276  0.026990  0.016826
Sample_1559  0.589453  0.143730  0.063709 -0.108312  0.014475 -0.018791  0.087202  0.044171
Sample_1560  0.589341  0.161865  0.319707 -0.137550 -0.029791 -0.022745  0.055568  0.131986
Sample_1561  0.849944  0.081160 -0.011503 -0.011503  0.011193 -0.001476 -0.000539  0.022957
Sample_1562  0.764276  0.192645  0.174428  0.363476 -0.012266 -0.040373  0.007441  0.128181
Sample_1563  0.427156  0.113411  0.583318  0.013573 -0.019624 -0.001956  0.038751 -0.008202
Sample_1564  0.477959  0.371859  0.175824  0.189858  0.001786  0.001015  0.011547  0.045089
Sample_1565  0.246912  0.252646  0.497080  0.099503 -0.012635  0.012650  0.015135  0.017752
Sample_1566  0.079564  0.042003 -0.008157  0.003254 -0.013512 -0.015340  0.001026 -0.003036
Sample_1567  0.806280 -0.081379  0.676134 -0.009900  0.014968 -0.012386  0.019693  0.048496
Sample_1568  0.087123  0.050907  0.000745 -0.041368 -0.008436 -0.009254  0.001695  0.005909
Sample_1569 -0.009563  0.007134  0.039572  0.027559 -0.016986 -0.008946 -0.008673 -0.003807
Sample_1570  0.007566 -0.003485 -0.001027 -0.005977 -0.011600 -0.014469 -0.001245  0.017571
Sample_1571  0.758612  0.012394 -0.138079  0.370275 -0.001202 -0.002913  0.053339  0.036859
Sample_1572  0.551969  0.278361  0.112488  0.024513 -0.010090 -0.011254  0.028540  0.006654
Sample_1573  0.398149  0.251914  0.321964  0.228746 -0.003288 -0.072639  0.023681  0.100873
Sample_1574  0.125151  0.202770 -0.204190 -0.012730 -0.679757 -0.139723 -0.785860 -0.129990
Sample_1575  0.005715  0.004875  0.004212  0.006085 -0.014256 -0.011608  0.000012 -0.004699
Sample_1576  0.007506  0.004762 -0.062739  0.051658 -0.011065 -0.011076 -0.014856 -0.014638
Sample_1577  0.416070  0.440230  0.245877  0.220274 -0.016445 -0.024974  0.136858  0.026506
Sample_1578  0.081196  0.071168  0.130426  0.271667 -0.021648  0.003390  0.027060  0.013781
Sample_1579 -0.019191 -0.010488  0.038398  0.044814 -0.011435 -0.009746  0.005284 -0.013842
Sample_1580  0.246342  0.205024  0.028408  0.066584 -0.010676 -0.011604  0.013000  0.000917
Sample_1581  0.294671  0.555953  0.103335  0.029152 -0.027126 -0.036282  0.007173  0.040477
Sample_1582  0.410311  0.370746  0.215351  0.263597 -0.033222 -0.002592  0.005902  0.040768
Sample_1583  0.730571  0.131148  0.050757  0.035078 -0.036690 -0.010022  0.067253  0.003712
Sample_1584  0.812110  0.026548  0.309700  0.319396  0.004342  0.018091  0.051502  0.097374
Sample_1585  0.762650  0.083155  0.270906  0.201220 -0.021228 -0.015622  0.094718  0.095173
Sample_1586  0.535890  0.238854 -0.009530  0.022016 -0.067829 -0.035903  0.193456  0.022255
Sample_1587  0.787220 -0.043651  0.656554 -0.121193  0.018678 -0.054024 -0.033925  0.038025
Sample_1588  0.715347  0.060621  0.071118  0.280315 -0.013955 -0.012508  0.082077  0.035035
Sample_1589  0.738386  0.145842  0.623137 -0.271886 -0.048242 -0.009181  0.112667 -0.033670
Sample_1590  0.753918  0.062684 -0.060785  0.083878 -0.017768 -0.024452  0.039097  0.013053
Sample_1591  0.557397  0.171357  0.091153  0.102142 -0.032950 -0.037938  0.083843  0.049962
Sample_1592  0.499499  0.359437 -0.888763 -0.416225 -0.750290 -0.253552 -0.706762 -0.219516
Sample_1593  0.885538  0.024246 -0.120190  0.301820 -0.015896 -0.007397 -0.002976  0.000989
Sample_1594  0.628636  0.216547  0.406825  0.099272 -0.020792 -0.005667  0.122724  0.016541
Sample_1595  0.467011  0.406737  0.347426  0.019221  0.022037 -0.031309  0.047320  0.049123
Sample_1596  0.894001 -0.032569  0.374140  0.105798  0.001848 -0.032982  0.067445  0.047096
Sample_1597  0.610363  0.178099  0.072804  0.331311 -0.022085 -0.017166  0.032283  0.028324
Sample_1598  0.683051  0.261177  0.340937  0.022415 -0.034404  0.010496 -0.031963 -0.050933
Sample_1599  0.544130  0.209881 -0.269226  0.144816 -0.012633 -0.010829  0.019856 -0.017119
Sample_1600  0.622247  0.332694  0.509699  0.030031 -0.037083 -0.001048  0.049361  0.045564
Sample_1601  0.597505  0.236178  0.468458  0.040362 -0.003933 -0.030205 -0.008102  0.057887
Sample_1602  0.510095  0.250059  0.423785 -0.172018 -0.000192 -0.020242  0.082523  0.002361
Sample_1603  0.753178  0.126071  0.487999  0.173730 -0.024449 -0.006661  0.034264  0.021795
Sample_1604  0.358185  0.389193 -0.404412 -0.525166 -0.491847 -0.499061 -0.468918 -0.441802
Sample_1605  0.980723 -0.093133  0.120720  0.009144 -0.016934 -0.005120  0.067326  0.019901
Sample_1606  0.761453  0.163322  0.263715  0.398137 -0.037673 -0.001574  0.087388  0.044009
Sample_1607  0.635051  0.194857 -0.029781  0.101423 -0.011864 -0.012591  0.115345  0.012376
Sample_1608  0.640346  0.206515  0.386272 -0.039591 -0.023109 -0.031362  0.109697  0.008863
Sample_1609  0.707403  0.123378  0.409657  0.040646 -0.020381 -0.061794  0.060704  0.299076
Sample_1610  0.951887 -0.079401  0.375766  0.425692 -0.032584 -0.009789  0.117558  0.220559
Sample_1611  0.491995  0.429574 -0.614948 -0.287145 -0.598648 -0.390817 -0.571625 -0.429572
Sample_1612  0.634414  0.177115  0.383119  0.118040 -0.013292  0.006237  0.110528  0.066281
Sample_1613  0.646382  0.195165  0.093262  0.060138 -0.037612 -0.004259  0.115121  0.331022
Sample_1614  0.888422 -0.065544  0.367051  0.003874 -0.031787 -0.043223  0.189367  0.148669
Sample_1615  0.467418  0.475397  0.389714 -0.022793 -0.035370 -0.016206  0.239650  0.013810
Sample_1616  0.661445  0.215333  0.510477  0.105012 -0.032561 -0.024832  0.227503  0.090290
Sample_1617  0.785467 -0.198654  0.074343 -0.008582 -0.057984 -0.033994  0.282759  0.007845
Sample_1618  0.636668  0.235017  0.335219 -0.067129 -0.025241 -0.012696  0.111535  0.205281
Sample_1619  0.612843  0.317513  0.526604  0.052958 -0.014737 -0.036081  0.185752  0.015707
Sample_1620  0.643452  0.214021  0.233165  0.231457 -0.019192 -0.007080  0.172330  0.219867
Sample_1621  1.031007 -0.156030  0.486410  0.102735 -0.042440 -0.019640  0.191653  0.163745
Sample_1622  0.580045  0.215711  0.371623  0.082387 -0.047967  0.000534 -0.161397  0.017574
Sample_1623  0.875436  0.006605  0.020075  0.233502 -0.055995 -0.026468  0.377645 -0.036030
Sample_1624  0.793559  0.074178  0.173878  0.032909 -0.022517 -0.019543  0.108496  0.033909
Sample_1625  0.522848  0.235607  0.180826  0.241770  0.003371 -0.025948  0.056199  0.175978
Sample_1626  0.846469 -0.011444  0.141860 -0.021653 -0.031827 -0.024154  0.157240  0.119749
Sample_1627  0.664360  0.270230  0.597451  0.062517 -0.041726 -0.050589  0.132264  0.140931
Sample_1628  0.647865  0.185917  0.780031 -0.304195  0.007214  0.002098  0.175068  0.141911
Sample_1629  0.522788  0.239030  0.411687 -0.004137 -0.023444 -0.006862  0.123065 -0.014614
Sample_1630  1.338313 -0.451998  0.707672 -0.053938 -0.036926 -0.008569  0.040535  0.007152
Sample_1631  0.965688 -0.121148  0.420048 -0.062983 -0.071085 -0.066828  0.112495  0.026659
Sample_1632  0.773234  0.074237  0.275313  0.168168  0.013299 -0.011223  0.035331 -0.016803
Sample_1633  0.906733 -0.022206  0.019685 -0.007109 -0.020020 -0.072845  0.103060  0.099149
Sample_1634  0.662499  0.209403  0.194916  0.245436 -0.030686 -0.057269  0.139934  0.072272
Sample_1635  0.930146 -0.048928  0.501537  0.174694 -0.016378 -0.051729  0.044633  0.161325
Sample_1636  0.566606  0.325361  0.042794  0.260853 -0.010598 -0.013320 -0.012109 -0.074346
Sample_1637  0.811773 -0.012731  0.386421  0.176628 -0.029423 -0.119707  0.011659  0.181661
Sample_1638  0.817060  0.052238  0.182315  0.298309  0.026863  0.000706 -0.003233 -0.045149
Sample_1639  0.952802 -0.176429  0.620381  0.175551  0.012613 -0.031509 -0.021081  0.013644
Sample_1640  0.933091 -0.034675  0.386020  0.306414 -0.020570 -0.015180  0.045641  0.022990
Sample_1641  0.998310 -0.184210  0.313420  0.338595 -0.038642 -0.076124  0.033892  0.215249
Sample_1642  0.865213  0.039040  0.298025  0.415163 -0.019785 -0.018785  0.048273 -0.013750
Sample_1643  0.996084 -0.153474  0.467535  0.271797 -0.030451 -0.080338 -0.018315  0.212275
Sample_1644  0.961141 -0.169447 -0.372228 -0.127016  0.019966 -0.013205  0.148501  0.063595
Sample_1645  0.685565  0.149429 -0.257310 -0.221613 -0.012372 -0.070103  0.025361  0.174624
Sample_1646  0.816062  0.080232  0.457433  0.214320 -0.010076 -0.004593  0.074191  0.000692
Sample_1647  0.778670  0.004744  0.302618  0.146939 -0.086221 -0.030470  0.148956  0.003858
Sample_1648  0.738276  0.059102  0.725559 -0.094616 -0.142403 -0.035538  0.303973 -0.092380
Sample_1649  0.766783 -0.030470  0.539704 -0.098311 -0.162310 -0.055930  0.244809 -0.039931
Sample_1650  0.979141 -0.110378 -0.202836  0.025726 -0.022514 -0.027974  0.056163  0.052762
Sample_1651  0.887871 -0.062615  0.905817 -0.154118 -0.015186 -0.035705  0.043480  0.011168
Sample_1652  0.276687  0.416287  0.440884  0.175373 -0.002548 -0.017582  0.040554  0.036499
Sample_1653  0.884484  0.004767  0.676867  0.064312 -0.028697 -0.113438  0.017005  0.239473
Sample_1654  0.749773  0.136002  0.553938 -0.005008 -0.017686 -0.038260  0.174691  0.039319
Sample_1655  0.818240 -0.001310  0.375446  0.344650 -0.046773 -0.037897  0.262961 -0.068032
Sample_1656  0.506035  0.299423 -0.298419  0.060799 -0.005389 -0.025092  0.098254  0.123603
Sample_1657  0.845078  0.037247  0.480799  0.304491  0.032259 -0.066629  0.089563  0.153713
Sample_1658  0.466824  0.377672  0.429314  0.248244 -0.002226  0.001873  0.012318  0.106777
Sample_1659  1.030654 -0.097979  0.554046  0.035728 -0.003377 -0.005333  0.102192  0.077618
Sample_1660  0.435428  0.431257  0.206287  0.437773  0.014287 -0.014458  0.189972  0.012044
Sample_1661  0.811096  0.080727 -0.279341 -0.006991 -0.017390 -0.014097  0.141666  0.065062
Sample_1662  0.806598  0.056061  0.714211  0.145890  0.083136 -0.030302  0.215776 -0.010734
Sample_1663  0.885950 -0.013774  0.571797  0.130183 -0.002829  0.002404  0.110334  0.061631
Sample_1664  0.717427  0.171829  0.432606  0.092576  0.027778  0.011416  0.047331  0.019516
Sample_1665  1.034617 -0.175068  0.313226  0.204751 -0.045548 -0.042544  0.231563 -0.009224
Sample_1666  0.543629  0.384604 -0.136642 -0.269336 -0.004846 -0.026884  0.145110  0.194296
Sample_1667  0.429490  0.469067  0.270018  0.485059 -0.049297 -0.027228  0.058889  0.126951
Sample_1668  0.381235  0.502621  0.398839 -0.037803  0.021905 -0.014734  0.164616  0.086672
Sample_1669  0.834704  0.021234  0.175886  0.371591  0.006733  0.013266  0.140608  0.073617
Sample_1670  1.031243 -0.183984  0.219393  0.552813  0.011351 -0.007320  0.150154  0.055542
Sample_1671  0.784174  0.149366  0.518328  0.267332  0.001695 -0.025055  0.035112  0.105491
Sample_1672  0.713399  0.196954  0.068804  0.090295 -0.022718  0.004884  0.145348  0.021365
Sample_1673  0.772365  0.173616  0.064086  0.213539  0.005226 -0.018761  0.118557  0.013172
Sample_1674  0.532847  0.310246  0.250722  0.125737 -0.051197 -0.014448  0.141672 -0.022327
Sample_1675  0.287029  0.483905  0.178407  0.410238 -0.079704 -0.054338  0.079978  0.133088
Sample_1676  0.430504  0.404804  0.568989  0.097740 -0.091062 -0.030390  0.138232  0.031621
Sample_1677  0.447747  0.380027  0.226561  0.232713 -0.022984 -0.022094  0.156198  0.077623
Sample_1678  0.618210  0.243863  0.696953  0.039540 -0.021536 -0.063792  0.043683  0.127168
Sample_1679  1.039650 -0.129888  0.659850 -0.052760  0.005392 -0.058083  0.052015  0.146211
Sample_1680  0.987639 -0.018299  0.440388 -0.377209 -0.052913 -0.011423  0.233278 -0.003635
Sample_1681  0.802902 -0.015177  0.145353  0.049268 -0.019757 -0.030194  0.082265  0.057505
Sample_1682  0.663787  0.003899  0.307223  0.246097  0.005228 -0.024148  0.068975  0.092337
Sample_1683  0.622333  0.079369  0.277982  0.175983 -0.005916 -0.006967  0.071506  0.040457
Sample_1684  0.450624  0.282202  0.276473  0.326743 -0.057524 -0.028427  0.083286  0.045806
Sample_1685  0.896748  0.067750  0.601698 -0.040473 -0.012843 -0.041140  0.067552  0.062682
Sample_1686  0.622587  0.027685  0.104048  0.102929  0.013900 -0.017067  0.011909 -0.002294
Sample_1687  0.475208  0.405710  0.503837 -0.161309  0.011230 -0.060884 -0.031316  0.130153
Sample_1688  1.043389 -0.206519  0.413231  0.048332 -0.059846 -0.006093  0.189158  0.040660
Sample_1689  0.731674 -0.003978  0.470443 -0.096780  0.000068 -0.011769  0.104097  0.005795
Sample_1690  0.811348 -0.049815  0.281023  0.152632 -0.059309 -0.017326  0.191021 -0.011349
Sample_1691  0.681920  0.087711  0.151373  0.109983 -0.029798 -0.025509  0.062117  0.075844
Sample_1692  0.359263  0.363482  0.275267  0.073471 -0.077056 -0.018872  0.146036  0.027060
Sample_1693  0.808334  0.161689  0.256391 -0.029070 -0.014380 -0.024850  0.084020  0.082323
Sample_1694  0.531109  0.107589  0.289207  0.197919  0.004947 -0.054246  0.034466  0.210866
Sample_1695  0.578171  0.234712  0.168166  0.420650  0.025936 -0.018420  0.055181  0.045735
Sample_1696  0.668458  0.016914  0.366294 -0.043093 -0.056004 -0.059484  0.022287  0.148265
Sample_1697  0.581511  0.160482  0.177303  0.037200 -0.016971 -0.005738  0.046436  0.126442
Sample_1698  0.782077  0.108381  0.276162  0.122194 -0.053202 -0.007059  0.214733 -0.003116
Sample_1699  0.532310  0.328931  0.329425  0.250073  0.006053 -0.042030  0.047382  0.118718
Sample_1700  0.869519  0.001988  0.391621  0.231588 -0.021335 -0.028845  0.085166  0.003731
Sample_1701  0.738891  0.152333  0.247544  0.162333 -0.024558  0.010389  0.046236  0.021705
Sample_1702  0.868869 -0.029658  0.364037  0.029770  0.057580 -0.015574  0.009432  0.000906
